name,price,review_score,review_title,number_of_reviews,star_rating,kms_from_centre,location_score,room_type,bed_type,breakfast_included,free_cancellation,prepayment_needed,time_to_travel,length_of_stay,snapshot_date
Iroquois New York Times Square,US$218,8.5,Very good,2625,5.0,1.4,9.7,Superior 1 Queen Bed,1 large double bed,True,False,True,1,1,2025-02-02
Four Points by Sheraton New York Downtown,US$111,7.8,Good,1988,3.0,7.0,,"Guest Room, 1 King",1 extra-large double bed,False,True,False,1,1,2025-02-02
The Washington by LuxUrban,US$171,7.7,Good,9445,4.0,7.1,9.4,King Room - Non-Smoking,1 extra-large double bed,False,False,True,1,1,2025-02-02
"The Mayfair Hotel Times Square, Ascend Hotel Collection",US$141,8.6,Fabulous,1895,3.0,0.8,9.6,Deluxe Double Room - Non Smoking,1 double bed,False,False,True,1,1,2025-02-02
M Social Hotel Times Square New York,US$232,8.4,Very good,11794,4.0,0.6,9.6,Social City View Doubles,2 double beds,False,False,True,1,1,2025-02-02
City Club Hotel,US$125,7.3,Good,2515,4.0,1.4,,Double Bed Room,1 single bed,True,False,True,1,1,2025-02-02
Hotel St. James,US$130,8.1,Very good,3207,2.0,1.2,9.7,One Full Bed Room,1 double bed,False,False,True,1,1,2025-02-02
"The Cloud One New York-Downtown, by the Motel One Group",US$163,8.6,Fabulous,6371,4.0,7.0,9.4,Standard King Room,1 extra-large double bed,False,False,True,1,1,2025-02-02
Doubletree By Hilton New York Times Square West,US$152,6.8,Review score,11271,4.0,1.6,,Standard King Room,1 extra-large double bed,False,False,True,1,1,2025-02-02
Wingate by Wyndham New York Midtown South/5th Ave,US$144,8.4,Very good,2387,3.0,1.9,9.5,King Room - Non-Smoking,1 extra-large double bed,True,False,True,1,1,2025-02-02
Hampton Inn by Hilton New York Times Square,US$168,7.8,Good,2429,3.0,1.0,9.5,King Room with Roll-In Shower - Mobility Access,1 extra-large double bed,True,False,True,1,1,2025-02-02
UNTITLED at 3 Freeman Alley,US$227,8.4,Very good,565,4.0,5.2,,Studio Mini,1 double bed,True,False,True,1,1,2025-02-02
The Chelsean New York,US$120,7.0,Good,2729,3.0,2.8,,King Room - Disability Access,1 extra-large double bed,False,False,True,1,1,2025-02-02
citizenM New York Bowery,US$209,8.7,Fabulous,3309,4.0,5.4,,King Room,1 extra-large double bed,False,False,True,1,1,2025-02-02
Aura Hotel Times Square Newly Renovated,US$166,7.6,Good,447,4.0,1.3,9.3,Standard Full,1 single bed,False,False,True,1,1,2025-02-02
Radio Hotel,US$87,7.7,Good,1716,4.0,9.8,,Standard Studio,Entire studio•1 bathroom•17m²,False,False,True,1,1,2025-02-02
The Herald by LuxUrban,US$178,7.7,Good,8944,3.0,2.0,9.6,Double Room with Parade View - Non-Smoking,2 double beds,False,False,True,1,1,2025-02-02
Hilton Garden Inn New York Times Square South,US$178,8.2,Very good,4032,3.0,1.8,,King Room,1 extra-large double bed,False,True,False,1,1,2025-02-02
Arlo SoHo,US$147,8.1,Very good,2084,4.0,5.3,,Urban Twin,2 single beds,False,False,True,1,1,2025-02-02
Best Western Premier Herald Square,US$130,7.8,Good,675,3.0,2.0,,Double Room with Two Double Beds - Non-Smoking,2 double beds,False,False,True,1,1,2025-02-02
Delta Hotels by Marriott New York Times Square,US$158,7.8,Good,4181,4.0,1.6,,King Room,1 extra-large double bed,False,False,True,1,1,2025-02-02
SoHo 54,US$140,7.6,Good,3959,3.0,5.3,,TriBeCa King,1 extra-large double bed,False,False,True,1,1,2025-02-02
Hotel Hayden New York,US$171,7.1,Good,3146,4.0,2.5,,Superior King Room,1 extra-large double bed,False,False,True,1,1,2025-02-02
Courtyard New York Downtown Manhattan/Financial District,US$129,7.7,Good,2167,3.0,7.1,,"Guest room, 1 King, City view",1 extra-large double bed,False,False,True,1,1,2025-02-02
Hilton Garden Inn New York/Midtown Park Avenue,US$141,8.1,Very good,2214,3.0,2.4,9.3,King Room - Hearing Access,1 extra-large double bed,False,False,True,1,1,2025-02-02
The Belvedere Hotel,US$128,7.9,Good,5919,3.0,0.9,9.4,Standard King Room,1 extra-large double bed,False,False,True,1,1,2025-02-02
Executive Hotel Le Soleil New York,US$234,8.6,Fabulous,4532,4.0,2.0,9.5,Executive Queen Room,1 large double bed,False,False,True,1,1,2025-02-02
Millennium Downtown New York,US$226,7.1,Good,5545,4.0,6.8,,RENOVATED Premier King - Hudson River View - High Floor,1 extra-large double bed,False,False,True,1,1,2025-02-02
The Gregorian New York City,US$218,8.3,Very good,1085,4.0,2.1,9.4,Double Room,1 double bed,False,False,True,1,1,2025-02-02
Romer Hell's Kitchen,US$232,8.6,Fabulous,2423,4.0,0.6,9.5,Queen Room with Two Queen Beds,2 large double beds,False,False,True,1,1,2025-02-02
The Gotham Hotel,US$282,8.5,Very good,1709,4.0,1.4,9.5,Midtown Balcony King,1 extra-large double bed,False,False,True,1,1,2025-02-02
Eurostars Wall Street,US$123,7.9,Good,1345,4.0,7.3,,Queen Room,1 large double bed,False,False,True,1,1,2025-02-02
Artezen Hotel,US$205,9.2,Superb,1286,4.0,6.9,9.6,Deluxe King Room,1 extra-large double bed,False,False,True,1,1,2025-02-02
Courtyard by Marriott Times Square West,US$177,8.3,Very good,3096,3.0,1.8,,King Room,1 extra-large double bed,False,False,True,1,1,2025-02-02
Sheraton Tribeca New York Hotel,US$158,7.9,Good,3274,4.0,5.6,,Double Room with 2 Double Beds,2 double beds,False,False,True,1,1,2025-02-02
Royalton New York,US$199,7.5,Good,3093,4.0,1.4,9.4,Standard Queen Room,1 large double bed,False,False,True,1,1,2025-02-02
Riu Plaza New York Times Square,US$221,8.5,Very good,7237,4.0,1.0,9.5,Deluxe King Room,1 extra-large double bed,True,False,True,1,1,2025-02-02
"Hotel Indigo NYC Financial District, an IHG Hotel",US$209,8.8,Fabulous,1540,3.0,7.2,9.5,Standard King Room,1 extra-large double bed,False,True,False,1,1,2025-02-02
Freehand New York,US$173,8.0,Very good,2236,4.0,3.1,,Three's Company,"2 beds (1 bunk bed, 1 large double)",False,False,True,1,1,2025-02-02
The Ridge,US$135,7.5,Good,1302,3.0,5.1,,Standard Twin Room,2 single beds,False,False,True,1,1,2025-02-02
NoMo SoHo,US$289,7.7,Good,1408,4.0,5.6,,Classic Queen,1 large double bed,False,False,True,1,1,2025-02-02
The Allen Hotel,US$145,7.9,Good,1696,4.0,5.6,,Double Room with Balcony,2 double beds,False,False,True,1,1,2025-02-02
Nolitan Hotel SoHo - New York,US$187,7.8,Good,1512,4.0,5.4,,Deluxe Queen Room,1 large double bed,False,False,True,1,1,2025-02-02
Element Times Square West,US$139,8.1,Very good,7507,4.0,1.6,,"Guest Room, 1 King",1 extra-large double bed,True,False,True,1,1,2025-02-02
Hyatt Place New York City - Times Square,US$183,7.8,Good,21903,4.0,1.7,,King Room with Sofa Bed - High Floor,"2 beds (1 extra-large double, 1 sofa bed)",True,False,True,1,1,2025-02-02
Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,US$199,7.9,Good,4899,4.0,2.1,9.5,King Room,1 extra-large double bed,True,True,False,1,1,2025-02-02
DoubleTree by Hilton New York Downtown,US$163,7.5,Good,3932,4.0,7.6,,Double Room with Roll In Shower - Mobility Accessible,1 double bed,False,True,False,1,1,2025-02-02
Riverside Tower Hotel,US$129,8.5,Very good,2267,2.0,1.9,,Park View Double,1 double bed,False,False,True,1,1,2025-02-02
"Holiday Inn Express - Wall Street, an IHG Hotel",US$186,7.8,Good,1894,3.0,7.3,,Standard Room,1 extra-large double bed,False,False,True,1,1,2025-02-02
Park Central,US$186,7.3,Good,7464,4.0,,9.4,Classic King Room,1 extra-large double bed,False,False,True,1,1,2025-02-02
Sixty LES,US$299,7.7,Good,848,4.0,5.2,,Queen Studio,1 large double bed,False,False,True,1,1,2025-02-02
DoubleTree by Hilton New York Times Square South,US$178,8.2,Very good,6583,4.0,1.8,,Queen Room with Two Queen Beds,2 large double beds,False,True,False,1,1,2025-02-02
DoubleTree by Hilton Hotel New York City - Chelsea,US$152,7.1,Good,3603,4.0,2.5,,Queen Room with Roll-In Shower - Mobility Access/Non-Smoking,1 large double bed,False,True,False,1,1,2025-02-02
"The New Yorker, A Wyndham Hotel",US$169,7.7,Good,15625,4.0,2.0,9.4,Standard Queen Room,1 large double bed,False,False,True,1,1,2025-02-02
La Quinta by Wyndham Time Square South,US$162,8.5,Very good,4315,3.0,1.7,9.3,King Room - Non-Smoking,1 extra-large double bed,True,False,True,1,1,2025-02-02
Hotel Belleclaire Central Park,US$177,8.1,Very good,5084,4.0,1.6,9.3,Deluxe 1 Queen Bed,1 large double bed,True,False,True,1,1,2025-02-02
Moderne Hotel,US$174,8.1,Very good,1007,4.0,,9.5,Deluxe Room,1 extra-large double bed,False,False,True,1,1,2025-02-02
NH Collection New York Madison Avenue,US$264,8.5,Very good,1972,4.0,2.0,9.5,Superior Room,1 large double bed,False,False,True,1,1,2025-02-02
Tempo By Hilton New York Times Square,US$356,8.5,Very good,848,4.0,1.0,9.5,King Room with Transfer Shower,1 extra-large double bed,False,False,True,1,1,2025-02-02
"Club Quarters Hotel World Trade Center, New York",US$169,8.3,Very good,4088,4.0,7.0,9.4,Small Queen Room,1 large double bed,False,False,True,1,1,2025-02-02
Hyatt House New York/Chelsea,US$217,8.4,Very good,1735,3.0,2.5,9.5,Den King Room,1 extra-large double bed,True,False,True,1,1,2025-02-02
AC Hotel by Marriott New York Downtown,US$186,8.4,Very good,1629,4.0,7.2,,Double Room with Two Double Beds - Non-Smoking,2 double beds,False,False,True,1,1,2025-02-02
Cambria Hotel New York - Chelsea,US$155,7.9,Good,4004,4.0,2.5,,King Bed Room,1 double bed,False,False,True,1,1,2025-02-02
Fairfield By Marriott New York Manhattan Times Square,US$174,8.3,Very good,5636,4.0,1.6,,King Room,1 extra-large double bed,True,False,True,1,1,2025-02-02
Hampton Inn Manhattan-35th St Empire State Bldg,US$209,8.2,Very good,6702,3.0,2.0,9.6,Double Room with Two Double Beds - Non-Smoking,2 double beds,True,False,True,1,1,2025-02-02
Courtyard New York Manhattan/Upper East Side,US$163,7.5,Good,643,3.0,3.3,,Queen Room with Two Queen Beds,2 large double beds,False,False,True,1,1,2025-02-02
Millennium Hotel Broadway Times Square,US$244,7.4,Good,7887,4.0,1.3,9.4,Premier Double Room with Two Double Beds - Ball Drop View,2 double beds,False,False,True,1,1,2025-02-02
Hotel Edison Times Square,US$185,7.7,Good,13406,4.0,1.0,9.4,Classic 1 King Bed,1 extra-large double bed,True,False,True,1,1,2025-02-02
LUMA Hotel - Times Square,US$250,8.9,Fabulous,4175,4.0,1.5,9.7,Urban Room With Two Queen Beds,2 large double beds,False,False,True,1,1,2025-02-02
Hilton Garden Inn West 35th Street,US$228,8.2,Very good,3056,3.0,2.0,9.5,King Room with City View,1 extra-large double bed,False,False,True,1,1,2025-02-02
The Blakely by LuxUrban,US$178,7.4,Good,5996,,0.5,9.4,Queen Room - Non-Smoking,1 large double bed,False,False,True,1,1,2025-02-02
Hilton Garden Inn New York/Tribeca,US$181,7.5,Good,661,3.0,5.6,,King Room,1 extra-large double bed,False,True,False,1,1,2025-02-02
Lex Hotel NYC,US$168,8.2,Very good,1531,3.0,3.0,,Queen Room,1 large double bed,False,False,True,1,1,2025-02-02
Leon Hotel LES,US$164,8.0,Very good,2563,3.0,5.9,,Deluxe King Room,1 extra-large double bed,False,False,True,1,1,2025-02-02
Embassy Suites By Hilton New York Manhattan Times Square,US$186,7.7,Good,3989,4.0,1.9,9.3,King Room - Hearing Access,1 extra-large double bed,True,False,True,1,1,2025-02-02
Arlo NoMad,US$215,8.4,Very good,2275,4.0,2.4,9.4,Accessible Bunk,2 single beds,False,False,True,1,1,2025-02-02
Moxy NYC Lower East Side,US$289,8.0,Very good,1241,4.0,5.6,,King Room  - No View,1 extra-large double bed,True,False,True,1,1,2025-02-02
Hard Rock Hotel New York,US$324,8.6,Fabulous,3015,4.0,1.0,9.4,Standard King Room,1 extra-large double bed,False,False,True,1,1,2025-02-02
Hotel AKA NoMad,US$325,8.3,Very good,663,4.0,2.5,9.3,Double Room,1 large double bed,False,False,True,1,1,2025-02-02
Hotel 57 by LuxUrban,US$177,7.0,Good,5033,4.0,1.3,,Double Room - Non-Smoking,1 double bed,False,False,True,1,1,2025-02-02
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",US$186,8.7,Fabulous,1175,3.0,1.5,9.5,Double Room with Two Double Beds,2 double beds,False,False,True,1,1,2025-02-02
Homewood Suites Midtown Manhattan Times Square South,US$188,8.3,Very good,4419,3.0,1.8,,Efficiency King Studio with Sofa Bed,1 extra-large double bed,True,False,True,1,1,2025-02-02
"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",US$140,7.6,Good,3045,4.0,2.7,,Standard Queen Room with Communications Accessible Roll-In Shower,1 large double bed,False,False,True,1,1,2025-02-02
Pod Times Square,US$174,8.2,Very good,23069,3.0,1.4,9.4,Queen Pod,1 large double bed,False,False,True,1,1,2025-02-02
CIVILIAN Hotel,US$188,8.6,Fabulous,4735,4.0,0.9,9.6,Double Room,1 large double bed,False,False,True,1,1,2025-02-02
Virgin Hotels New York City,US$357,8.3,Very good,1418,4.0,2.5,,Chamber King,1 extra-large double bed,False,False,True,1,1,2025-02-02
"Holiday Inn Express - Times Square South, an IHG Hotel",US$174,8.2,Very good,2977,3.0,2.0,9.6,Standard King Room,1 extra-large double bed,True,False,True,1,1,2025-02-02
TRYP by Wyndham New York City Times Square - Midtown,US$155,7.4,Good,2719,4.0,1.9,,King Room,Multiple bed types,False,False,True,1,1,2025-02-02
Arthouse Hotel,US$231,7.9,Good,2269,4.0,1.6,,Superior Queen,1 large double bed,False,False,True,1,1,2025-02-02
Home2 Suites By Hilton New York Times Square,US$176,7.7,Good,1213,3.0,1.0,9.5,Queen Studio Suite,1 large double bed,True,False,True,1,1,2025-02-02
DoubleTree by Hilton New York Midtown Fifth Ave,US$197,7.6,Good,1702,4.0,1.0,9.4,Queen Room,1 large double bed,False,False,True,1,1,2025-02-02
"Kimpton Theta New York - Times Square, an IHG Hotel",US$273,8.1,Very good,1490,5.0,0.9,,King Room,1 extra-large double bed,False,False,True,1,1,2025-02-02
Sonder Battery Park,US$189,8.5,Very good,2443,,7.5,,Queen Studio - Disability Access,Entire studio•1 bathroom•1 kitchen•39m²,False,False,True,1,1,2025-02-02
Hyatt Place New York/Midtown-South,US$205,8.3,Very good,3072,4.0,2.0,9.5,King Room - High Floor,1 extra-large double bed,True,False,True,1,1,2025-02-02
"Hotel Indigo Lower East Side New York, an IHG Hotel",US$239,7.3,Good,534,4.0,5.2,,Standard Double Room with View,1 large double bed,False,False,True,1,1,2025-02-02
Hyatt Centric Times Square New York,US$284,8.4,Very good,1386,4.0,1.2,9.5,King Room,1 extra-large double bed,False,False,True,1,1,2025-02-02
"Holiday Inn Express New York City Chelsea, an IHG Hotel",US$192,7.8,Good,3632,3.0,2.4,,Standard King Room with Mobility Accessible Roll-In Shower,1 extra-large double bed,True,False,True,1,1,2025-02-02
"voco Times Square South New York, an IHG Hotel",US$197,8.1,Very good,3797,4.0,1.8,,Standard Room,1 double bed,True,False,True,1,1,2025-02-02
The FIDI Hotel,US$179,8.1,Very good,1459,4.0,7.6,,Standard Queen,1 large double bed,False,False,True,1,1,2025-02-02
Ink 48 Hotel,US$194,7.5,Good,2557,4.0,1.2,,King Room,1 extra-large double bed,False,False,True,1,1,2025-02-02
Iroquois New York Times Square,US$478,8.5,Very good,2625,5.0,,9.7,Deluxe 1 Queen Bed,1 large double bed,True,False,True,1,2,2025-02-02
"The Mayfair Hotel Times Square, Ascend Hotel Collection",US$282,8.6,Fabulous,1895,3.0,,9.6,Deluxe Double Room - Non Smoking,1 double bed,False,False,True,1,2,2025-02-02
Four Points by Sheraton New York Downtown,US$264,7.8,Good,1988,3.0,,,"Guest Room, 1 King",1 extra-large double bed,False,True,False,1,2,2025-02-02
M Social Hotel Times Square New York,US$438,8.4,Very good,11794,4.0,,9.6,Social City View Doubles,2 double beds,False,False,True,1,2,2025-02-02
City Club Hotel,US$245,7.3,Good,2515,4.0,,,Double Bed Room,1 single bed,True,False,True,1,2,2025-02-02
Hampton Inn by Hilton New York Times Square,US$367,7.8,Good,2429,3.0,,9.5,King Room with Roll-In Shower - Mobility Access,1 extra-large double bed,True,False,True,1,2,2025-02-02
Doubletree By Hilton New York Times Square West,US$315,6.8,Review score,11271,4.0,,,Standard King Room,1 extra-large double bed,False,False,True,1,2,2025-02-02
Bright 3BR 1BA Retreat in Hells Kitchen Steps from Times Square,US$648,7.0,Good,1,,,,Three-Bedroom Apartment,2 double beds,False,False,True,1,2,2025-02-02
Riu Plaza New York Times Square,US$419,8.5,Very good,7237,4.0,,9.5,Deluxe King Room,1 extra-large double bed,True,False,True,1,2,2025-02-02
Hotel St. James,US$218,8.1,Very good,3207,2.0,,9.7,"One Queen Bed Room, Accessible",1 large double bed,False,False,True,1,2,2025-02-02
Wingate by Wyndham New York Midtown South/5th Ave,US$316,8.4,Very good,2387,3.0,,9.5,King Room - Non-Smoking,1 extra-large double bed,True,False,True,1,2,2025-02-02
Aura Hotel Times Square Newly Renovated,US$331,7.6,Good,447,4.0,,9.3,Standard Full,1 single bed,False,False,True,1,2,2025-02-02
"The Cloud One New York-Downtown, by the Motel One Group",US$326,8.6,Fabulous,6371,4.0,,9.4,Standard King Room,1 extra-large double bed,False,False,True,1,2,2025-02-02
The Washington by LuxUrban,US$336,7.7,Good,9445,4.0,,9.4,Room Assigned on Arrival,1 single bed,False,False,True,1,2,2025-02-02
Best Western Premier Herald Square,US$259,7.8,Good,675,3.0,,,Double Room with Two Double Beds - Non-Smoking,2 double beds,False,False,True,1,2,2025-02-02
The Chelsean New York,US$239,7.0,Good,2729,3.0,,,King Room - Disability Access,1 extra-large double bed,False,False,True,1,2,2025-02-02
The Belvedere Hotel,US$257,7.9,Good,5919,3.0,,9.4,Standard King Room,1 extra-large double bed,False,False,True,1,2,2025-02-02
Riverside Tower Hotel,US$257,8.5,Very good,2267,2.0,,,Park View Double,1 double bed,False,False,True,1,2,2025-02-02
UNTITLED at 3 Freeman Alley,US$440,8.4,Very good,565,4.0,,,Studio Queen,1 large double bed,True,False,True,1,2,2025-02-02
The Herald by LuxUrban,US$367,7.7,Good,8944,3.0,,9.6,King Room with Roll-in Shower - Mobility Access/Non-Smoking,1 extra-large double bed,False,False,True,1,2,2025-02-02
Hotel Belleclaire Central Park,US$340,8.1,Very good,5084,4.0,,9.3,Deluxe 1 Queen Bed,1 large double bed,True,False,True,1,2,2025-02-02
citizenM New York Bowery,US$452,8.7,Fabulous,3309,4.0,,,King Room,1 extra-large double bed,False,False,True,1,2,2025-02-02
The Gregorian New York City,US$448,8.3,Very good,1085,4.0,,9.4,Double Room,1 double bed,False,False,True,1,2,2025-02-02
Radio Hotel,US$177,7.7,Good,1716,4.0,,,Standard Studio,Entire studio•1 bathroom•17m²,False,False,True,1,2,2025-02-02
Moderne Hotel,US$356,8.1,Very good,1007,4.0,,9.5,Deluxe Room,1 extra-large double bed,False,False,True,1,2,2025-02-02
Romer Hell's Kitchen,US$498,8.6,Fabulous,2423,4.0,,9.5,Queen Room with Two Queen Beds,2 large double beds,False,False,True,1,2,2025-02-02
Tempo By Hilton New York Times Square,US$628,8.5,Very good,848,4.0,,9.5,King Room,1 extra-large double bed,False,False,True,1,2,2025-02-02
Element Times Square West,US$298,8.1,Very good,7507,4.0,,,"Guest Room, 1 King",1 extra-large double bed,True,False,True,1,2,2025-02-02
"The New Yorker, A Wyndham Hotel",US$312,7.7,Good,15625,4.0,,9.4,Standard Queen Room with View,1 large double bed,False,False,True,1,2,2025-02-02
Delta Hotels by Marriott New York Times Square,US$356,7.8,Good,4181,4.0,,,King Room,1 extra-large double bed,False,False,True,1,2,2025-02-02
NoMo SoHo,US$589,7.7,Good,1408,4.0,,,Classic Queen,1 large double bed,False,False,True,1,2,2025-02-02
Eurostars Wall Street,US$229,7.9,Good,1345,4.0,,,Room Assigned on Arrival,1 single bed,False,False,True,1,2,2025-02-02
Royalton New York,US$365,7.5,Good,3093,4.0,,9.4,Standard Queen Room,1 large double bed,False,False,True,1,2,2025-02-02
Executive Hotel Le Soleil New York,US$503,8.6,Fabulous,4532,4.0,,9.5,Executive Queen Room,1 large double bed,False,False,True,1,2,2025-02-02
Courtyard New York Downtown Manhattan/Financial District,US$292,7.7,Good,2167,3.0,,,"Guest room, 1 King, City view",1 extra-large double bed,False,False,True,1,2,2025-02-02
"Holiday Inn Express - Wall Street, an IHG Hotel",US$372,7.8,Good,1894,3.0,,,Standard Room,1 extra-large double bed,False,False,True,1,2,2025-02-02
Home2 Suites By Hilton New York Times Square,US$376,7.7,Good,1213,3.0,,9.5,Queen Studio Suite - Hearing Access,1 large double bed,True,False,True,1,2,2025-02-02
SoHo 54,US$280,7.6,Good,3959,3.0,,,SoHo King,1 extra-large double bed,False,False,True,1,2,2025-02-02
La Quinta by Wyndham Time Square South,US$347,8.5,Very good,4315,3.0,,9.3,King Room - Non-Smoking,1 extra-large double bed,True,False,True,1,2,2025-02-02
Millennium Downtown New York,US$567,7.1,Good,5545,4.0,,,RENOVATED Premier King - Hudson River View - High Floor,1 extra-large double bed,False,False,True,1,2,2025-02-02
Hyatt Place New York City - Times Square,US$381,7.8,Good,21903,4.0,,,King Room with Sofa Bed - High Floor,"2 beds (1 extra-large double, 1 sofa bed)",True,False,True,1,2,2025-02-02
Artezen Hotel,US$452,9.2,Superb,1286,4.0,,9.6,Deluxe Room with Two Queen Beds,2 double beds,False,False,True,1,2,2025-02-02
NH Collection New York Madison Avenue,US$547,8.5,Very good,1972,4.0,,9.5,Superior Room,1 large double bed,False,False,True,1,2,2025-02-02
Homewood Suites Midtown Manhattan Times Square South,US$399,8.3,Very good,4419,3.0,,,Efficiency King Studio with Sofa Bed,1 extra-large double bed,True,False,True,1,2,2025-02-02
Park Central,US$372,7.3,Good,7464,4.0,,9.4,Queen Room - Disability Access,1 large double bed,False,False,True,1,2,2025-02-02
Park Lane New York,US$888,7.9,Good,5019,5.0,,9.6,Park Lane King,1 extra-large double bed,False,False,True,1,2,2025-02-02
Courtyard New York Manhattan/Upper East Side,US$326,7.5,Good,643,3.0,,,Queen Room with Two Queen Beds,2 large double beds,False,False,True,1,2,2025-02-02
Hyatt House New York/Chelsea,US$497,8.4,Very good,1735,3.0,,9.5,Den King Room,1 extra-large double bed,True,False,True,1,2,2025-02-02
Courtyard by Marriott Times Square West,US$464,8.3,Very good,3096,3.0,,,King Room with Roll-in Shower - Mobility and Hearing Accessible,1 extra-large double bed,False,False,True,1,2,2025-02-02
TRYP by Wyndham New York City Times Square - Midtown,US$305,7.4,Good,2719,4.0,,,King Room,Multiple bed types,False,False,True,1,2,2025-02-02
Freehand New York,US$355,8.0,Very good,2236,4.0,,,Three's Company,"2 beds (1 bunk bed, 1 large double)",False,False,True,1,2,2025-02-02
Hotel 57 by LuxUrban,US$349,7.0,Good,5033,4.0,,,Double Room - Non-Smoking,1 double bed,False,False,True,1,2,2025-02-02
The Allen Hotel,US$295,7.9,Good,1696,4.0,,,King Room - Disability Access,1 extra-large double bed,False,False,True,1,2,2025-02-02
The Blakely by LuxUrban,US$296,7.4,Good,5996,,,9.4,Basic Double Room,1 large double bed,False,False,True,1,2,2025-02-02
Sixty LES,US$620,7.7,Good,848,4.0,,,Queen Studio,1 large double bed,False,False,True,1,2,2025-02-02
DoubleTree by Hilton New York Times Square South,US$397,8.2,Very good,6583,4.0,,,Queen Room with Two Queen Beds,2 large double beds,False,True,False,1,2,2025-02-02
"voco Times Square South New York, an IHG Hotel",US$395,8.1,Very good,3797,4.0,,,Standard Room,1 double bed,True,False,True,1,2,2025-02-02
CIVILIAN Hotel,US$397,8.6,Fabulous,4735,4.0,,9.6,Double Room,1 large double bed,False,False,True,1,2,2025-02-02
"Hotel Indigo NYC Financial District, an IHG Hotel",US$510,8.8,Fabulous,1540,3.0,,9.5,Standard King Room,1 extra-large double bed,False,True,False,1,2,2025-02-02
Hilton Garden Inn New York Times Square South,US$495,8.2,Very good,4032,3.0,,,King Room,1 extra-large double bed,False,True,False,1,2,2025-02-02
The Ridge,US$290,7.5,Good,1302,3.0,,,Standard Twin Room,2 single beds,False,False,True,1,2,2025-02-02
The Knickerbocker,US$934,8.6,Fabulous,2308,5.0,,9.5,Superior Room with One King Bed,1 extra-large double bed,False,False,True,1,2,2025-02-02
"Kimpton Theta New York - Times Square, an IHG Hotel",US$498,8.1,Very good,1490,5.0,,,King Room,1 extra-large double bed,False,False,True,1,2,2025-02-02
Nolitan Hotel SoHo - New York,US$397,7.8,Good,1512,4.0,,,Superior Queen Room with Balcony,1 large double bed,False,False,True,1,2,2025-02-02
Sanctuary Hotel New York,US$442,8.2,Very good,1540,4.0,,9.7,Accessible Queen,1 large double bed,True,False,True,1,2,2025-02-02
Sheraton Tribeca New York Hotel,US$418,7.9,Good,3274,4.0,,,Standard King Room,1 extra-large double bed,False,False,True,1,2,2025-02-02
"Holiday Inn Express - Times Square South, an IHG Hotel",US$372,8.2,Very good,2977,3.0,,9.6,Standard King Room,1 extra-large double bed,True,False,True,1,2,2025-02-02
"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",US$292,7.6,Good,3045,4.0,,,Standard Queen Room with Communications Accessible Roll-In Shower,1 large double bed,False,False,True,1,2,2025-02-02
Ink 48 Hotel,US$360,7.5,Good,2557,4.0,,,King Studio with City View,1 extra-large double bed,False,False,True,1,2,2025-02-02
Four Points by Sheraton Midtown - Times Square,US$383,8.1,Very good,3145,4.0,,,King Room,1 extra-large double bed,True,False,True,1,2,2025-02-02
DoubleTree by Hilton New York Downtown,US$349,7.5,Good,3932,4.0,,,King Room,1 extra-large double bed,False,True,False,1,2,2025-02-02
DoubleTree by Hilton Hotel New York City - Chelsea,US$383,7.1,Good,3603,4.0,,,King Room with View,1 extra-large double bed,False,True,False,1,2,2025-02-02
Leon Hotel LES,US$328,8.0,Very good,2563,3.0,,,Deluxe King Room,1 extra-large double bed,False,False,True,1,2,2025-02-02
New York Hilton Midtown,US$602,7.4,Good,2015,3.0,,9.4,Urban 1 Queen Bed,1 large double bed,False,False,True,1,2,2025-02-02
Lex Hotel NYC,US$335,8.2,Very good,1531,3.0,,,Queen Room,1 large double bed,False,False,True,1,2,2025-02-02
LUMA Hotel - Times Square,US$595,8.9,Fabulous,4175,4.0,,9.7,Double Room,1 large double bed,False,False,True,1,2,2025-02-02
Cambria Hotel New York - Chelsea,US$362,7.9,Good,4004,4.0,,,King Bed Room,1 double bed,False,False,True,1,2,2025-02-02
"Hotel 50 Bowery, part of JdV by Hyatt",US$436,8.5,Very good,961,4.0,,,King Room,1 extra-large double bed,False,False,True,1,2,2025-02-02
Hotel Lucerne,US$356,8.5,Very good,2166,4.0,,9.5,Deluxe Queen Room,1 large double bed,False,False,True,1,2,2025-02-02
Arthouse Hotel,US$461,7.9,Good,2269,4.0,,,Superior Queen,1 large double bed • Free cot always available,False,False,True,1,2,2025-02-02
The FIDI Hotel,US$357,8.1,Very good,1459,4.0,,,Standard Queen,1 large double bed,False,False,True,1,2,2025-02-02
Hyatt Centric Times Square New York,US$659,8.4,Very good,1386,4.0,,9.5,Queen Room with Two Queen Beds,2 large double beds,False,False,True,1,2,2025-02-02
"U Hotel Fifth Avenue, Empire State Building",US$302,7.9,Good,3406,3.0,,9.5,Queen Room,1 large double bed,False,False,True,1,2,2025-02-02
Fairfield Inn by Marriott New York Manhattan/Financial District,US$303,7.8,Good,3621,3.0,,,King Room,1 extra-large double bed,True,False,True,1,2,2025-02-02
The Pearl Hotel,US$452,8.7,Fabulous,2092,4.0,,9.7,Superior Queen Room,1 large double bed,True,False,True,1,2,2025-02-02
